WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
Colorado,81,Arizona St.,71,N,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,90,Central Connecticut St.,49,H,Pacific-12 Conference,Northeast Conference
Arizona St.,92,Rider,55,H,Pacific-12 Conference,Metro Atlantic Athletic Conference
Arizona St.,80,St. John's (NY),67,N,Pacific-12 Conference,Big East Conference
Virginia,48,Arizona St.,45,N,Atlantic Coast Conference,Pacific-12 Conference
Arizona St.,67,Princeton,65,A,Pacific-12 Conference,Ivy League
Arizona St.,71,San Francisco,67,A,Pacific-12 Conference,West Coast Conference
Arizona St.,77,Louisiana,65,H,Pacific-12 Conference,Sun Belt Conference
Arizona St.,88,Prairie View,79,H,Pacific-12 Conference,Southwestern Athletic Conference
Arizona St.,79,Georgia,59,H,Pacific-12 Conference,Southeastern Conference
St. Mary's (CA),96,Arizona St.,56,N,West Coast Conference,Pacific-12 Conference
Creighton,67,Arizona St.,60,A,Big East Conference,Pacific-12 Conference
Arizona St.,98,Texas Southern,81,H,Pacific-12 Conference,Southwestern Athletic Conference
Arizona,75,Arizona St.,47,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,82,Oregon St.,76,A,Pacific-12 Conference,Pacific-12 Conference
Oregon,78,Arizona St.,69,H,Pacific-12 Conference,Pacific-12 Conference
Colorado,68,Arizona St.,61,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,83,Utah,64,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,66,Arizona,65,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,67,Arizona St.,65,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,87,Washington,83,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,84,UCLA,66,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,66,Southern California,64,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,74,Stanford,69,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,80,University of California,75,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,77,Oregon,72,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,74,Oregon St.,73,H,Pacific-12 Conference,Pacific-12 Conference
UCLA,75,Arizona St.,72,H,Pacific-12 Conference,Pacific-12 Conference
Southern California,71,Arizona St.,61,H,Pacific-12 Conference,Pacific-12 Conference
Washington,90,Arizona St.,83,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,83,Washington St.,74,H,Pacific-12 Conference,Pacific-12 Conference
South Florida,70,Arkansas-Pine Bluff,41,H,American Athletic Conference,Southwestern Athletic Conference
Gonzaga,110,Arkansas-Pine Bluff,60,H,West Coast Conference,Southwestern Athletic Conference
Grand Canyon,67,Arkansas-Pine Bluff,54,H,Western Athletic Conference,Southwestern Athletic Conference
Kansas St.,62,Arkansas-Pine Bluff,51,H,Big 12 Conference,Southwestern Athletic Conference
Pittsburgh,66,Arkansas-Pine Bluff,41,H,Atlantic Coast Conference,Southwestern Athletic Conference
Tulsa,72,Arkansas-Pine Bluff,39,H,American Athletic Conference,Southwestern Athletic Conference
Texas-El Paso,59,Arkansas-Pine Bluff,50,H,Conference USA,Southwestern Athletic Conference
Oregon St.,80,Arkansas-Pine Bluff,46,H,Pacific-12 Conference,Southwestern Athletic Conference
New Mexico St.,65,Arkansas-Pine Bluff,40,H,Western Athletic Conference,Southwestern Athletic Conference
North Texas,86,Arkansas-Pine Bluff,53,H,Conference USA,Southwestern Athletic Conference
Washington St.,65,Arkansas-Pine Bluff,50,H,Pacific-12 Conference,Southwestern Athletic Conference
Arkansas-Pine Bluff,80,Mississippi Valley St.,76,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Alabama A&M,59,Arkansas-Pine Bluff,49,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Arkansas-Pine Bluff,61,Alabama St.,56,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Southern,75,Arkansas-Pine Bluff,56,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Alcorn St.,82,Arkansas-Pine Bluff,54,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Prairie View,67,Arkansas-Pine Bluff,54,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Texas Southern,68,Arkansas-Pine Bluff,57,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Grambling,49,Arkansas-Pine Bluff,47,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Jackson St.,49,Arkansas-Pine Bluff,45,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Alabama A&M,58,Arkansas-Pine Bluff,54,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Alabama St.,57,Arkansas-Pine Bluff,49,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Southern,73,Arkansas-Pine Bluff,49,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Alcorn St.,60,Arkansas-Pine Bluff,52,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Prairie View,69,Arkansas-Pine Bluff,61,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Arkansas-Pine Bluff,74,Texas Southern,72,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Grambling,60,Arkansas-Pine Bluff,46,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Jackson St.,76,Arkansas-Pine Bluff,56,H,Southwestern Athletic Conference,Southwestern Athletic Conference
Mississippi Valley St.,74,Arkansas-Pine Bluff,71,A,Southwestern Athletic Conference,Southwestern Athletic Conference
Arkansas,91,Rice,43,H,Southeastern Conference,Conference USA
Arkansas,66,North Texas,43,H,Southeastern Conference,Conference USA
Arkansas,64,Montana,46,H,Southeastern Conference,Big Sky Conference
Arkansas,82,Texas Southern,51,H,Southeastern Conference,Southwestern Athletic Conference
Arkansas,77,South Dakota,56,H,Southeastern Conference,The Summit League
Arkansas,62,Georgia Tech,61,A,Southeastern Conference,Atlantic Coast Conference
Arkansas,66,Northern Kentucky,60,H,Southeastern Conference,Horizon League
Arkansas,69,Austin Peay,61,H,Southeastern Conference,Ohio Valley Conference
Western Kentucky,86,Arkansas,79,H,Conference USA,Southeastern Conference
Arkansas,98,Tulsa,79,H,Southeastern Conference,American Athletic Conference
Arkansas,72,Valparaiso,68,H,Southeastern Conference,Missouri Valley Conference
Arkansas,71,Indiana,64,A,Southeastern Conference,Big Ten Conference
Arkansas,69,Texas A&M,59,H,Southeastern Conference,Southeastern Conference
Louisiana St.,79,Arkansas,77,H,Southeastern Conference,Southeastern Conference
Arkansas,76,Mississippi,72,A,Southeastern Conference,Southeastern Conference
Arkansas,75,Vanderbilt,55,H,Southeastern Conference,Southeastern Conference
Kentucky,73,Arkansas,66,A,Southeastern Conference,Southeastern Conference
Mississippi St.,77,Arkansas,70,H,Southeastern Conference,Southeastern Conference
Arkansas,78,Texas Christian,67,H,Southeastern Conference,Big 12 Conference
South Carolina,79,Arkansas,77,A,Southeastern Conference,Southeastern Conference
Arkansas,82,Alabama,78,A,Southeastern Conference,Southeastern Conference
Auburn,79,Arkansas,76,A,Southeastern Conference,Southeastern Conference
Missouri,83,Arkansas,79,H,Southeastern Conference,Southeastern Conference
Tennessee,82,Arkansas,61,H,Southeastern Conference,Southeastern Conference
Mississippi St.,78,Arkansas,77,A,Southeastern Conference,Southeastern Conference
Florida,73,Arkansas,59,H,Southeastern Conference,Southeastern Conference
Arkansas,78,Missouri,68,H,Southeastern Conference,Southeastern Conference
Arkansas,86,Tennessee,69,H,Southeastern Conference,Southeastern Conference
Georgia,99,Arkansas,89,H,Southeastern Conference,Southeastern Conference
Arkansas,99,Louisiana St.,90,H,Southeastern Conference,Southeastern Conference
Texas A&M,77,Arkansas,69,H,Southeastern Conference,Southeastern Conference
Arkansas,86,Vanderbilt,73,N,Southeastern Conference,Southeastern Conference
Mississippi,71,Arkansas St.,43,H,Southeastern Conference,Sun Belt Conference
Arkansas St.,71,Virginia Military Institute,56,H,Sun Belt Conference,Southern Conference
Arkansas St.,80,UC-Davis,67,H,Sun Belt Conference,Big West Conference
Arkansas St.,82,Idaho,68,H,Sun Belt Conference,Big Sky Conference
Arkansas St.,80,Colorado St.,78,A,Sun Belt Conference,Mountain West Conference
Stephen F. Austin,76,Arkansas St.,57,A,Southland Conference,Sun Belt Conference
Arkansas St.,78,Omaha,73,H,Sun Belt Conference,The Summit League
Arkansas St.,66,Tulsa,63,A,Sun Belt Conference,American Athletic Conference
Missouri St.,75,Arkansas St.,53,H,Missouri Valley Conference,Sun Belt Conference
Arkansas St.,79,Louisiana,67,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,62,Louisiana-Monroe,59,A,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,73,Arkansas St.,52,A,Sun Belt Conference,Sun Belt Conference
Texas St.,70,Arkansas St.,67,A,Sun Belt Conference,Sun Belt Conference
Arkansas St.,90,Georgia St.,87,H,Sun Belt Conference,Sun Belt Conference
South Alabama,75,Arkansas St.,59,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,76,Troy,68,H,Sun Belt Conference,Sun Belt Conference
Appalachian St.,83,Arkansas St.,80,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,80,Coastal Carolina,75,A,Sun Belt Conference,Sun Belt Conference
Arkansas St.,75,South Alabama,71,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,78,Troy,62,A,Sun Belt Conference,Sun Belt Conference
Appalachian St.,71,Arkansas St.,64,A,Sun Belt Conference,Sun Belt Conference
Coastal Carolina,83,Arkansas St.,77,A,Sun Belt Conference,Sun Belt Conference
Little Rock,90,Arkansas St.,87,H,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,77,Arkansas St.,67,H,Sun Belt Conference,Sun Belt Conference
Texas St.,69,Arkansas St.,64,H,Sun Belt Conference,Sun Belt Conference
Louisiana-Monroe,66,Arkansas St.,52,A,Sun Belt Conference,Sun Belt Conference
Little Rock,81,Arkansas St.,78,A,Sun Belt Conference,Sun Belt Conference
Louisiana,77,Arkansas St.,74,H,Sun Belt Conference,Sun Belt Conference
Arkansas St.,76,Georgia Southern,75,A,Sun Belt Conference,Sun Belt Conference
Louisiana,73,Arkansas St.,66,H,Sun Belt Conference,Sun Belt Conference
Villanova,97,Army,54,H,Big East Conference,Patriot League
Air Force,69,Army,57,A,Mountain West Conference,Patriot League
Army,81,Fairleigh Dickinson,65,H,Patriot League,Northeast Conference
Binghamton,88,Army,73,H,America East Conference,Patriot League
Army,66,Marist,64,A,Patriot League,Metro Atlantic Athletic Conference
Army,75,NJIT,65,H,Patriot League,Atlantic Sun Conference
Long Island University,85,Army,72,A,Northeast Conference,Patriot League
Merrimack,69,Army,60,H,Northeast Conference,Patriot League
Army,89,Buffalo,76,A,Patriot League,Mid-American Conference
Wagner,82,Army,62,H,Northeast Conference,Patriot League
Bucknell,67,Army,65,H,Patriot League,Patriot League
Colgate,70,Army,65,A,Patriot League,Patriot League
American,68,Army,60,A,Patriot League,Patriot League
Boston University,81,Army,59,H,Patriot League,Patriot League
Army,79,Holy Cross,67,A,Patriot League,Patriot League
Army,81,Loyola (MD),80,H,Patriot League,Patriot League
Army,94,Lafayette,74,A,Patriot League,Patriot League
Army,73,Navy,66,A,Patriot League,Patriot League
Army,68,Bucknell,59,H,Patriot League,Patriot League
Army,80,Lehigh,79,A,Patriot League,Patriot League
Boston University,80,Army,66,A,Patriot League,Patriot League
American,72,Army,62,H,Patriot League,Patriot League
Army,65,Lafayette,48,H,Patriot League,Patriot League
Army,79,Lehigh,66,H,Patriot League,Patriot League
Loyola (MD),81,Army,77,H,Patriot League,Patriot League
Army,86,Navy,75,H,Patriot League,Patriot League
Army,67,Holy Cross,61,H,Patriot League,Patriot League
Colgate,91,Army,65,H,Patriot League,Patriot League
Lafayette,73,Army,68,A,Patriot League,Patriot League
Auburn,83,Georgia Southern,74,H,Southeastern Conference,Sun Belt Conference
Auburn,76,Davidson,66,N,Southeastern Conference,Atlantic 10 Conference
Auburn,70,South Alabama,69,A,Southeastern Conference,Sun Belt Conference
Auburn,116,Cal St. Northridge,70,H,Southeastern Conference,Big West Conference
Auburn,91,Colgate,62,H,Southeastern Conference,Patriot League
Auburn,84,New Mexico,59,N,Southeastern Conference,Mountain West Conference
Auburn,79,Richmond,65,N,Southeastern Conference,Atlantic 10 Conference
Auburn,81,Furman,78,H,Southeastern Conference,Southern Conference
Auburn,67,St. Louis,61,N,Southeastern Conference,Atlantic 10 Conference
Auburn,79,North Carolina St.,73,H,Southeastern Conference,Atlantic Coast Conference
Auburn,74,Lehigh,51,H,Southeastern Conference,Patriot League
Auburn,86,Lipscomb,59,H,Southeastern Conference,Atlantic Sun Conference
Auburn,80,Mississippi St.,68,A,Southeastern Conference,Southeastern Conference
Auburn,83,Vanderbilt,79,H,Southeastern Conference,Southeastern Conference
Auburn,82,Georgia,60,H,Southeastern Conference,Southeastern Conference
Alabama,83,Auburn,64,H,Southeastern Conference,Southeastern Conference
Florida,69,Auburn,47,H,Southeastern Conference,Southeastern Conference
Auburn,80,South Carolina,67,H,Southeastern Conference,Southeastern Conference
Auburn,80,Iowa St.,76,H,Southeastern Conference,Big 12 Conference
Auburn,83,Mississippi,82,A,Southeastern Conference,Southeastern Conference
Auburn,75,Kentucky,66,H,Southeastern Conference,Southeastern Conference
Auburn,79,Arkansas,76,A,Southeastern Conference,Southeastern Conference
Auburn,91,Louisiana St.,90,H,Southeastern Conference,Southeastern Conference
Auburn,95,Alabama,91,H,Southeastern Conference,Southeastern Conference
Missouri,85,Auburn,73,H,Southeastern Conference,Southeastern Conference
Georgia,65,Auburn,55,H,Southeastern Conference,Southeastern Conference
Auburn,73,Tennessee,66,H,Southeastern Conference,Southeastern Conference
Auburn,67,Mississippi,58,H,Southeastern Conference,Southeastern Conference
Kentucky,73,Auburn,66,H,Southeastern Conference,Southeastern Conference
Texas A&M,78,Auburn,75,A,Southeastern Conference,Southeastern Conference
Auburn,85,Tennessee,63,A,Southeastern Conference,Southeastern Conference
Western Kentucky,97,Austin Peay,75,H,Conference USA,Ohio Valley Conference
Tulsa,72,Austin Peay,65,H,American Athletic Conference,Ohio Valley Conference
Vanderbilt,90,Austin Peay,72,H,Southeastern Conference,Ohio Valley Conference
Austin Peay,81,Southeastern Louisiana,60,H,Ohio Valley Conference,Southland Conference
Austin Peay,92,South Carolina St.,66,H,Ohio Valley Conference,Mid-Eastern Athletic Conference
Arkansas,69,Austin Peay,61,H,Southeastern Conference,Ohio Valley Conference
Austin Peay,90,North Florida,83,H,Ohio Valley Conference,Atlantic Sun Conference
West Virginia,84,Austin Peay,53,H,Big 12 Conference,Ohio Valley Conference
Duquesne,86,Austin Peay,77,N,Atlantic 10 Conference,Ohio Valley Conference
Austin Peay,80,Alabama St.,69,N,Ohio Valley Conference,Southwestern Athletic Conference
Georgia,78,Austin Peay,48,H,Southeastern Conference,Ohio Valley Conference
Austin Peay,78,Southeast Missouri St.,63,H,Ohio Valley Conference,Ohio Valley Conference
Austin Peay,82,Tennessee-Martin,63,H,Ohio Valley Conference,Ohio Valley Conference
Austin Peay,75,Tennessee Tech,62,A,Ohio Valley Conference,Ohio Valley Conference
Austin Peay,71,Jacksonville St.,67,A,Ohio Valley Conference,Ohio Valley Conference
Austin Peay,84,Southeast Missouri St.,59,A,Ohio Valley Conference,Ohio Valley Conference
